id,transaction_id,bill_no,bill_date,bill_location,customer_id,product_id,qty,uom,price,gross_price,tax_pc,tax_amt,discount_pc,discount_amt,net_bill_amt,created_by,updated_by,created_date,updated_date
466,1393,1393,4/1/2017 14:00,Pokhara,4,5,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,Swastika pradhan,,4/1/2017 14:00,
467,1394,1394,4/1/2017 14:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,4/1/2017 14:00,
468,1394,1394,4/1/2017 14:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,4/1/2017 14:00,
469,1394,1394,4/1/2017 14:00,Pokhara,4,5,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,Swastika pradhan,,4/1/2017 14:00,
470,1396,1396,4/1/2017 14:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,4/1/2017 14:00,
471,1396,1396,6/7/2017 18:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,Swastika pradhan,6/7/2017 18:00,6/7/2017 18:00
472,1396,1396,6/7/2017 18:00,Pokhara,4,5,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,Swastika pradhan,Swastika pradhan,6/7/2017 18:00,6/7/2017 18:00
473,1397,1397,8/7/2017 9:00,Pokhara,4,16,3,CD,182.683,548.049,0,71.2463,0,0,619.295,Swastika pradhan,,8/7/2017 9:00,8/7/2017 9:00
474,1397,1397,8/7/2017 9:00,Pokhara,4,20,3,CD,171.696,515.089,0,66.9616,0,0,582.05,Swastika pradhan,,8/7/2017 9:00,8/7/2017 9:00
475,1398,1398,8/7/2017 9:00,Pokhara,4,20,2,CD,171.696,343.393,0,44.641,0,0,388.034,Swastika pradhan,,8/7/2017 9:00,8/7/2017 9:00
532,1487,1487,8/25/2017 15:00,Pokhara,4,6,16,CD,19.6735,314.777,0,40.921,0,0,355.698,Laxman Poudel,Laxman Poudel,8/25/2017 15:00,8/25/2017 15:00
533,1488,1488,8/25/2017 15:00,Pokhara,4,20,3,CD,171.696,515.089,0,66.9616,0,0,582.05,Laxman Poudel,Laxman Poudel,8/25/2017 15:00,8/25/2017 15:00
534,1489,1489,8/25/2017 15:00,Pokhara,4,17,3,CD,182.683,548.049,0,71.2463,0,0,619.295,Laxman Poudel,Laxman Poudel,8/25/2017 15:00,8/25/2017 15:00
535,1489,1489,8/25/2017 15:00,Pokhara,4,15,3,CD,182.683,548.049,0,71.2463,0,0,619.295,Laxman Poudel,Laxman Poudel,8/25/2017 15:00,8/25/2017 15:00
536,1490,1490,8/25/2017 15:00,Pokhara,4,17,1,CD,182.683,182.683,0,23.7488,0,0,206.432,Laxman Poudel,Laxman Poudel,8/25/2017 15:00,8/25/2017 15:00
537,1490,1490,9/7/2017 18:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
538,1490,1490,9/7/2017 18:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
539,1490,1490,9/7/2017 18:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
540,1490,1490,9/7/2017 18:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
541,1492,1492,9/7/2017 18:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
542,1492,1492,9/7/2017 18:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
543,1492,1492,9/7/2017 18:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,Laxman Poudel,9/7/2017 18:00,9/7/2017 18:00
544,1492,1492,9/25/2017 14:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,,9/25/2017 14:00,9/25/2017 14:00
545,1494,1494,9/25/2017 14:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,,9/25/2017 14:00,9/25/2017 14:00
546,1494,1494,9/25/2017 14:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,,9/25/2017 14:00,9/25/2017 14:00
547,1494,1494,9/25/2017 14:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,,9/25/2017 14:00,9/25/2017 14:00
548,1494,1494,9/25/2017 14:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Laxman Poudel,,9/25/2017 14:00,9/25/2017 14:00
549,1495,1495,9/25/2017 14:00,Pokhara,4,26,6,CD,46.5011,279.007,0,36.2709,0,0,315.278,Laxman Poudel,,9/25/2017 14:00,9/25/2017 14:00
550,1499,1499,10/9/2017 13:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,10/9/2017 13:00,
551,1499,1499,10/9/2017 13:00,Pokhara,4,6,3,CD,19.6735,59.0206,0,7.67268,0,0,66.6933,Swastika pradhan,,10/9/2017 13:00,
552,1499,1499,10/9/2017 13:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,10/9/2017 13:00,
553,1499,1499,10/9/2017 13:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,10/9/2017 13:00,
554,1499,1499,10/9/2017 13:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,,10/9/2017 13:00,
555,1500,1500,10/9/2017 13:00,Pokhara,4,6,32,CD,19.6735,629.553,0,81.8419,0,0,711.395,Swastika pradhan,Swastika pradhan,10/9/2017 13:00,
556,1501,1501,10/25/2017 15:00,Pokhara,4,15,1,CD,182.683,182.683,0,23.7488,0,0,206.432,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
557,1501,1501,10/25/2017 15:00,Pokhara,4,17,1,CD,182.683,182.683,0,23.7488,0,0,206.432,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
558,1501,1501,10/25/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
559,1501,1501,10/25/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
560,1501,1501,10/25/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
561,1501,1501,10/25/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
562,1503,1503,10/25/2017 15:00,Pokhara,4,15,3,CD,182.683,548.049,0,71.2463,0,0,619.295,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
563,1503,1503,10/25/2017 15:00,Pokhara,4,17,3,CD,182.683,548.049,0,71.2463,0,0,619.295,Swastika pradhan,Swastika pradhan,10/25/2017 15:00,10/25/2017 15:00
594,1541,1541,11/11/2017 10:00,Pokhara,4,6,16,CD,19.6735,314.777,0,40.921,0,0,355.698,sugat bajracharya,sugat bajracharya,11/11/2017 10:00,11/11/2017 10:00
595,1541,1541,11/11/2017 10:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/11/2017 10:00,11/11/2017 10:00
596,1541,1541,11/11/2017 10:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/11/2017 10:00,11/11/2017 10:00
597,1541,1541,11/11/2017 10:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/11/2017 10:00,11/11/2017 10:00
598,1541,1541,11/11/2017 10:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/11/2017 10:00,11/11/2017 10:00
599,1543,1543,11/11/2017 10:00,Pokhara,4,20,3,CD,171.696,515.089,0,66.9616,0,0,582.05,sugat bajracharya,sugat bajracharya,11/11/2017 10:00,11/11/2017 10:00
600,1545,1545,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
601,1545,1545,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
602,1545,1545,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
603,1545,1545,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
604,1547,1547,11/27/2017 15:00,Pokhara,4,20,12,CD,171.696,2060.36,0,267.846,0,0,2328.2,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
605,1548,1548,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
606,1548,1548,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
607,1548,1548,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
608,1548,1548,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
609,1552,1552,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
610,1552,1552,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
611,1552,1552,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
612,1552,1552,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
613,1554,1554,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
614,1554,1554,11/27/2017 15:00,Pokhara,4,17,2,CD,182.683,365.366,0,47.4976,0,0,412.863,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
615,1554,1554,11/27/2017 15:00,Pokhara,4,15,1,CD,182.683,182.683,0,23.7488,0,0,206.432,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
616,1554,1554,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
617,1554,1554,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
618,1554,1554,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
683,1612,1612,11/27/2017 15:00,Pokhara,4,20,3,CD,171.696,515.089,0,66.9616,0,0,582.05,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
684,1612,1612,11/27/2017 15:00,Pokhara,4,230,12,CD,7.02626,84.3152,0,10.961,0,0,95.2762,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
685,1614,1614,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
686,1614,1614,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
687,1614,1614,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
688,1614,1614,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
689,1615,1615,11/27/2017 15:00,Pokhara,4,1,48,CD,16.0303,769.454,0,100.029,0,0,869.483,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
690,1615,1615,11/27/2017 15:00,Pokhara,4,2,48,CD,16.0303,769.454,0,100.029,0,0,869.483,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
691,1615,1615,11/27/2017 15:00,Pokhara,4,3,24,CD,16.0303,384.727,0,50.0145,0,0,434.741,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
692,1615,1615,11/27/2017 15:00,Pokhara,4,5,24,CD,16.0303,384.727,0,50.0145,0,0,434.741,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
693,1617,1617,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
694,1617,1617,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
695,1617,1617,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
696,1617,1617,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
697,1618,1618,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
698,1618,1618,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
699,1618,1618,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
700,1618,1618,11/27/2017 15:00,Pokhara,4,20,3,CD,171.696,515.089,0,66.9616,0,0,582.05,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
701,1618,1618,11/27/2017 15:00,Pokhara,4,526,3,CD,64.3861,193.158,0,25.1106,0,0,218.269,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
702,1618,1618,11/27/2017 15:00,Pokhara,4,230,12,CD,7.02626,84.3152,0,10.961,0,0,95.2762,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
703,1618,1618,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
704,1619,1619,11/27/2017 15:00,Pokhara,4,1,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
705,1619,1619,11/27/2017 15:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
706,1619,1619,11/27/2017 15:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
707,1619,1619,11/27/2017 15:00,Pokhara,4,5,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
708,1619,1619,11/27/2017 15:00,Pokhara,4,6,16,CD,19.6735,314.777,0,40.921,0,0,355.698,sugat bajracharya,sugat bajracharya,11/27/2017 15:00,11/27/2017 15:00
709,1621,1621,12/1/2017 11:00,Pokhara,4,17,3,CD,182.683,548.049,0,71.2463,0,0,619.295,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
710,1622,1622,12/1/2017 11:00,Pokhara,4,1,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
711,1622,1622,12/1/2017 11:00,Pokhara,4,2,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
712,1622,1622,12/1/2017 11:00,Pokhara,4,3,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
713,1622,1622,12/1/2017 11:00,Pokhara,4,5,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
714,1623,1623,12/1/2017 11:00,Pokhara,4,16,3,CD,182.683,548.049,0,71.2463,0,0,619.295,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
715,1624,1624,12/1/2017 11:00,Pokhara,4,26,12,CD,46.5011,558.013,0,72.5418,0,0,630.555,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
716,1626,1626,12/1/2017 11:00,Pokhara,4,16,1,CD,182.683,182.683,0,23.7488,0,0,206.432,swastika pradhan,swastika pradhan,12/1/2017 11:00,12/1/2017 11:00
717,1627,1627,2/7/2017 0:00,Pokhara,4,1,16,CD,16.0303,256.485,0,33.343,0,0,289.828,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
718,1627,1627,2/7/2017 0:00,Pokhara,4,2,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
719,1627,1627,2/7/2017 0:00,Pokhara,4,3,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
720,1627,1627,2/7/2017 0:00,Pokhara,4,16,3,CD,182.683,548.049,0,71.2463,0,0,619.295,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
721,1629,1629,2/7/2017 0:00,Pokhara,4,1,16,CD,16.0303,256.485,0,33.343,0,0,289.828,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
722,1629,1629,2/7/2017 0:00,Pokhara,4,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
723,1629,1629,2/7/2017 0:00,Pokhara,4,6,16,CD,19.6735,314.777,0,40.921,0,0,355.698,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
724,1629,1629,2/7/2017 0:00,Pokhara,4,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,swastika pradhan,swastika pradhan,2/7/2017 0:00,2/7/2017 0:00
725,1629,1629,8/7/2017 12:00,Pokhara,4,5,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
726,163,163,8/7/2017 12:00,Pokhara,4,6,16,CD,19.6735,314.777,0,40.921,0,0,355.698,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
734,164,164,8/7/2017 12:00,Pokhara,4,2,30,CD,16.0303,480.909,0,62.5181,0,0,543.427,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
735,164,164,8/7/2017 12:00,Pokhara,4,3,20,CD,16.0303,320.606,0,41.6788,0,0,362.285,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
736,164,164,8/7/2017 12:00,Pokhara,4,22,12,CD,14.573,174.876,0,22.7339,0,0,197.61,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
737,164,164,8/7/2017 12:00,Pokhara,4,5,30,CD,16.0303,480.909,0,62.5181,0,0,543.427,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
738,164,164,8/7/2017 12:00,Pokhara,4,6,16,CD,19.6735,314.777,0,40.921,0,0,355.698,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
748,165,165,8/7/2017 12:00,Pokhara,4,15,1,CD,182.683,182.683,0,23.7488,0,0,206.432,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
749,165,165,8/7/2017 12:00,Pokhara,4,17,1,CD,182.683,182.683,0,23.7488,0,0,206.432,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
763,1657,1657,8/7/2017 12:00,Pokhara,4,1,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
764,1657,1657,8/7/2017 12:00,Pokhara,4,2,16,CD,16.0303,256.485,0,33.343,0,0,289.828,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
765,1657,1657,8/7/2017 12:00,Pokhara,4,3,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,laxman Poudel,laxman Poudel,8/7/2017 12:00,8/7/2017 12:00
38,118,118,8/7/2017 0:00,Hetauda,5,22,12,CD,14.573,174.876,0,22.7339,0,0,197.61,Spandan Pyakurel,Spandan Pyakurel,8/7/2017 0:00,8/7/2017 0:00
39,119,119,8/7/2017 0:00,Hetauda,5,2,24,CD,16.0303,384.727,0,50.0145,0,0,434.741,Spandan Pyakurel,Spandan Pyakurel,8/7/2017 0:00,8/7/2017 0:00
40,119,119,9/17/2017 19:00,Hetauda,6,3,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,Spandan Pyakurel,-,9/17/2017 19:00,9/17/2017 19:00
48,126,126,11/17/2017 10:00,Kathmandu,9,22,12,CD,14.573,174.876,0,22.7339,0,0,197.61,poonam shrestha,poonam,11/17/2017 10:00,11/17/2017 10:00
51,128,128,8/17/2017 9:00,Kathmandu,10,5,64,CD,16.0303,1025.94,0,133.372,0,0,1159.31,poonam shrestha,poonam shrestha,8/17/2017 9:00,8/17/2017 9:00
52,128,128,8/17/2017 9:00,Kathmandu,10,3,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,poonam shrestha,poonam shrestha,8/17/2017 9:00,8/17/2017 9:00
53,128,128,8/17/2017 9:00,Kathmandu,10,2,8,CD,16.0303,128.242,0,16.6715,0,0,144.914,poonam shrestha,poonam shrestha,8/17/2017 9:00,8/17/2017 9:00
63,134,134,3/10/2017 13:00,Pokhara,12,2,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,Swastika pradhan,3/10/2017 13:00,3/10/2017 13:00
64,134,134,3/10/2017 13:00,Pokhara,12,3,4,CD,16.0303,64.1212,0,8.33575,0,0,72.4569,Swastika pradhan,-,3/10/2017 13:00,3/10/2017 13:00
